fare_id,route_id,origin_id,destination_id,contains_id
1201,1723,,,
1201,1724,,,
1201,1725,,,
1201,1726,,,
1201,1727,,,
1201,1728,,,
1201,1729,,,
1201,1730,,,
1201,1732,,,
1201,1733,,,
1201,1734,,,
1201,1735,,,
1201,1736,,,
1201,1737,,,
1201,1738,,,
1201,1739,,,
1201,1740,,,
1201,1741,,,
1201,1742,,,
1201,1743,,,
1201,1745,,,
1201,1746,,,
1201,1747,,,
1201,1748,,,
1201,1749,,,
1201,1750,,,
1201,1751,,,
1201,1752,,,
1201,1753,,,
